time,accel x,accel y,accel z,gyro x,gyro y,gyro z
1515625195,0.031691,-0.017888,0.062389,0.090347,-0.968433,-0.325977
1515625195,0.042756,-0.023633,0.074157,0.012872,-1.064672,-0.341941
1515625195,0.039978,-0.040156,0.082511,-0.120358,-1.013347,-0.32048
1515625195,0.027504,-0.039857,0.079091,-0.218272,-0.803202,-0.273189
1515625195,0.004267,-0.024275,0.083513,-0.275638,-0.566192,-0.22616
1515625195,-0.012475,-0.008253,0.075064,-0.310894,-0.3884,-0.211623
1515625195,-0.000875,-0.010425,0.060699,-0.328816,-0.331478,-0.251734
1515625195,0.011151,-0.023322,0.040737,-0.335863,-0.411582,-0.338221
1515625195,0.010284,-0.032942,0.033248,-0.296263,-0.541214,-0.454654
1515625195,-0.007658,-0.014862,0.031933,-0.251038,-0.723068,-0.573784
1515625195,-0.03103,0.016192,0.017826,-0.209065,-0.869659,-0.702138
1515625195,-0.045711,0.041479,0.015664,-0.131025,-0.997031,-0.812746
1515625195,-0.062109,0.065694,0.022246,-0.087282,-1.138436,-0.83422
1515625195,-0.066648,0.070305,0.013191,-0.099846,-1.220731,-0.826817
1515625195,-0.043835,0.068355,0.012257,-0.119537,-1.231929,-0.790874
1515625195,-0.016397,0.059347,0.027536,-0.157852,-1.199686,-0.737542
1515625195,0.007531,0.038836,0.041864,-0.216828,-1.083244,-0.68878
1515625195,0.011023,0.012245,0.041202,-0.255142,-0.952462,-0.669505
1515625195,0.004514,-0.008227,0.043847,-0.295398,-0.917984,-0.712291
1515625195,0.006787,-0.01892,0.0565,-0.347051,-0.973391,-0.833186
1515625195,0.034319,-0.03792,0.057415,-0.385561,-1.03596,-0.974303
1515625195,0.072729,-0.061766,0.053783,-0.387173,-1.002427,-1.106347
1515625195,0.093777,-0.078403,0.081739,-0.338371,-0.869835,-1.200291
1515625195,0.109046,-0.100714,0.121488,-0.277953,-0.709365,-1.211524
1515625195,0.119646,-0.128663,0.137205,-0.221617,-0.640766,-1.125655
1515625195,0.127193,-0.156552,0.140706,-0.178216,-0.612851,-0.937907
1515625195,0.113345,-0.174606,0.164642,-0.157963,-0.527687,-0.638674
1515625195,0.110899,-0.193868,0.210586,-0.265213,-0.425944,-0.173084
1515625195,0.148182,-0.242574,0.226482,-0.502906,-0.618499,0.223331
1515625195,0.150873,-0.151723,0.138079,-0.748703,-0.914997,0.379173
1515625195,0.092973,-0.019217,0.142481,-0.872261,-1.090668,0.475979
1515625195,0.052777,-0.023875,0.185581,-0.918953,-1.191249,0.480621
1515625195,0.06061,-0.055791,0.171579,-0.948138,-1.330115,0.388894
1515625195,0.087284,-0.073847,0.165402,-0.983018,-1.439422,0.232306
1515625195,0.109816,-0.078736,0.194559,-1.000831,-1.45014,0.046136
1515625195,0.127494,-0.069606,0.258767,-0.969032,-1.344459,-0.12843
1515625195,0.12939,-0.064927,0.321111,-0.854946,-1.183667,-0.231938
1515625195,0.118259,-0.083326,0.327546,-0.693615,-1.160549,-0.219063
1515625195,0.114854,-0.091553,0.31023,-0.512982,-1.292628,-0.155494
1515625195,0.109197,-0.085815,0.300693,-0.36659,-1.424858,-0.092335
1515625195,0.098516,-0.08831,0.297008,-0.27783,-1.589409,-0.03025
1515625195,0.108379,-0.084118,0.290648,-0.210687,-1.84113,-0.00258
1515625195,0.141742,-0.070517,0.284235,-0.100518,-2.158933,-0.048887
1515625195,0.152916,-0.074787,0.290126,0.040252,-2.400939,-0.088575
1515625195,0.137995,-0.087885,0.290904,0.126727,-2.484222,-0.043694
1515625195,0.082212,-0.105457,0.250756,0.032616,-2.409435,0.086382
1515625195,0.020145,-0.110555,0.138354,-0.276785,-2.210603,0.186554
1515625195,0.00932,-0.078346,0.001595,-0.729413,-1.939581,0.24745
1515625195,0.002227,-0.039877,-0.069518,-1.114079,-1.512175,0.375116
1515625195,-0.023584,-0.028873,-0.041101,-1.238816,-1.055501,0.584185
1515625195,-0.041603,-0.029263,0.03458,-1.128435,-0.828394,0.73668
1515625195,0.003448,-0.009276,0.075478,-0.808885,-0.748885,0.743571
1515625195,0.059728,-0.000944,0.139412,-0.396585,-0.874034,0.687157
1515625195,0.018746,-0.01168,0.136217,-0.251239,-1.002221,0.585883
1515625195,0.007238,-0.029735,0.040668,-0.431925,-0.905688,0.457808
1515625195,0.016313,-0.0167,0.020709,-0.69857,-0.700539,0.398371
1515625195,-0.007592,-0.014296,0.047636,-0.938621,-0.57897,0.379897
1515625195,0.002857,-0.016426,0.06672,-1.067088,-0.585049,0.384705
1515625195,0.029012,0.002313,0.107746,-1.040034,-0.741005,0.416255
1515625195,0.055039,0.025511,0.149304,-0.851665,-1.090358,0.455938
1515625195,0.073567,0.03654,0.188129,-0.605711,-1.539324,0.465203
1515625195,0.074346,0.046158,0.21164,-0.434645,-2.074481,0.421276
1515625195,0.066155,0.058065,0.205994,-0.388767,-2.569555,0.361391
1515625195,0.061915,0.056272,0.198258,-0.533797,-3.018913,0.315809
1515625195,0.005577,0.047456,0.116162,-0.890428,-3.325532,0.277979
1515625195,-0.064117,0.060194,0.022287,-1.305436,-3.173311,0.20653
1515625195,-0.079163,0.105511,-0.00576,-1.616552,-2.856418,0.153247
1515625195,-0.121606,0.13797,-0.04,-1.702189,-2.824634,0.224166
1515625195,-0.137215,0.145064,-0.07653,-1.615966,-2.698102,0.296136
1515625195,-0.079036,0.170442,-0.05284,-1.351712,-2.711632,0.388823
1515625195,-0.13874,0.191423,-0.056234,-1.027941,-2.676953,0.496678
1515625195,-0.147075,0.1698,-0.07115,-0.87621,-2.534713,0.627284
1515625195,-0.148201,0.143544,-0.114309,-0.925261,-2.386811,0.723536
1515625195,-0.156522,0.120309,-0.157213,-1.065741,-2.253798,0.779003
1515625195,-0.152045,0.099346,-0.167302,-1.152728,-2.135476,0.841335
1515625195,-0.17628,0.099496,-0.159405,-1.125405,-2.016755,0.918915
