time,accel x,accel y,acc z,gyro x,gyro y,gyro z,
1515650122,-0.025363,-0.014643,0.040472,-0.011631,0.119353,-2.122462
1515650122,-0.009086,-0.017844,0.062667,-0.011223,0.116591,-2.121716
1515650122,0.007761,-0.023945,0.104574,-0.012574,0.114412,-2.121131
1515650122,0.035934,-0.018921,0.098575,-0.016096,0.113724,-2.120865
1515650122,0.042851,-0.000821,0.087703,-0.021297,0.115617,-2.120602
1515650122,0.0347,0.019379,0.113453,-0.027225,0.120424,-2.119861
1515650122,0.035893,0.02818,0.135038,-0.033269,0.127402,-2.118486
1515650122,0.029439,0.022504,0.114407,-0.038964,0.135975,-2.116452
1515650122,-0.009626,0.012971,0.102214,-0.042505,0.145842,-2.113812
1515650122,-0.064667,-0.004078,0.096419,-0.043282,0.156456,-2.110988
1515650122,-0.086333,-0.021872,0.03994,-0.043721,0.168004,-2.108575
1515650122,-0.068726,-0.018942,0.005367,-0.046168,0.181423,-2.106528
1515650122,-0.030171,0.009949,0.0151,-0.050827,0.196125,-2.104992
1515650122,0.023074,0.030093,-0.027851,-0.05795,0.210211,-2.104211
1515650122,0.026771,0.017988,0.033004,-0.066551,0.222846,-2.103632
1515650122,0.011554,-0.002649,0.127989,-0.075468,0.233444,-2.102771
1515650122,0.007595,-0.001525,0.125303,-0.085351,0.242184,-2.10157
1515650122,0.024154,0.012359,0.073264,-0.096967,0.250426,-2.100876
1515650122,0.063202,0.000198,0.018246,-0.109701,0.26041,-2.10153
1515650122,0.061381,0.001006,-0.002006,-0.122763,0.272683,-2.102629
1515650122,-0.006142,0.056716,-0.029243,-0.134926,0.285668,-2.103052
1515650122,-0.073905,0.112863,-0.016141,-0.14475,0.297643,-2.10237
1515650122,-0.092803,0.119826,0.040445,-0.150767,0.307335,-2.100895
1515650122,-0.074473,0.098991,0.115792,-0.151444,0.313786,-2.100676
1515650122,-0.046044,0.119535,0.126416,-0.148695,0.317581,-2.102485
1515650122,0.037369,0.010472,0.05746,-0.147919,0.320785,-2.103906
1515650122,0.040736,-0.045174,0.121512,-0.14971,0.324183,-2.104798
1515650122,-0.003317,0.04511,0.149767,-0.153997,0.327079,-2.106585
1515650122,-0.013733,0.057033,0.127603,-0.160102,0.329681,-2.108832
1515650122,-0.007129,0.000123,0.138023,-0.167079,0.332236,-2.111151
1515650122,-0.032486,0.012364,0.122736,-0.174275,0.33442,-2.114122
1515650122,-0.08882,0.072977,0.089324,-0.182417,0.335943,-2.1178
1515650122,-0.127761,0.124506,0.047559,-0.193211,0.337188,-2.121403
1515650122,-0.153614,0.168912,0.036233,-0.208393,0.338598,-2.124268
1515650122,-0.124298,0.146514,0.081715,-0.227568,0.340429,-2.126926
1515650122,0.018343,0.015342,0.17201,-0.247764,0.343093,-2.130639
1515650122,0.229698,-0.192601,0.233481,-0.264237,0.344686,-2.136173
1515650122,0.333781,-0.372596,0.172437,-0.274787,0.34235,-2.141573
1515650122,0.242715,-0.340995,0.11477,-0.283972,0.335506,-2.143346
1515650122,0.077221,-0.138978,-0.00176,-0.292265,0.322694,-2.141064
1515650122,-0.00865,-0.000666,-0.069003,-0.298786,0.304782,-2.136104
1515650122,-0.063291,0.031601,-0.153199,-0.305881,0.283523,-2.128939
1515650122,-0.097465,0.016116,-0.206894,-0.314907,0.260681,-2.118872
1515650122,-0.100214,-0.042599,-0.138313,-0.324455,0.238416,-2.106686
,,,,,,
1515650122,-0.067564,-0.035791,-0.078491,-0.331264,0.21957,-2.09483
1515650122,-0.023775,0.05564,-0.088486,-0.333828,0.206862,-2.085642
1515650122,0.076073,0.073724,-0.149353,-0.333491,0.202018,-2.080479
1515650122,0.071076,-0.016445,-0.196041,-0.332758,0.203867,-2.077169
1515650122,0.01848,-0.062998,-0.238252,-0.331717,0.20931,-2.073929
1515650122,0.010926,-0.037295,-0.235258,-0.329327,0.215388,-2.070617
1515650122,0.016076,-0.023615,-0.187343,-0.325975,0.220523,-2.066958
1515650122,-0.016546,-0.031006,-0.150791,-0.322226,0.223943,-2.062861
1515650122,-0.002794,-0.039659,-0.111879,-0.317645,0.225883,-2.05893
1515650122,0.035355,-0.058879,-0.057484,-0.313174,0.22708,-2.055346
1515650122,0.041971,-0.062907,-0.016589,-0.309896,0.228223,-2.052021
1515650122,0.042769,-0.062424,0.014924,-0.30766,0.229926,-2.049069
1515650122,0.032228,-0.055034,0.040062,-0.306512,0.232141,-2.046092
1515650122,0.019939,-0.039519,0.047129,-0.306969,0.234568,-2.042906
1515650122,0.036477,-0.043613,0.057064,-0.309428,0.237263,-2.039591
1515650122,0.049944,-0.045449,0.076133,-0.313876,0.24021,-2.036048
1515650122,0.061005,-0.031891,0.095152,-0.320016,0.243346,-2.031911
1515650122,0.07936,-0.00961,0.121363,-0.327743,0.246857,-2.026608
1515650122,0.096421,0.009384,0.140758,-0.337685,0.251357,-2.020066
1515650122,0.099013,0.017193,0.157459,-0.350368,0.257549,-2.012547
1515650122,0.088696,0.037773,0.171083,-0.366292,0.265649,-2.003701
1515650122,0.080439,0.059162,0.182205,-0.385492,0.275288,-1.993469
1515650122,0.087463,0.057569,0.170551,-0.407326,0.285031,-1.98262
1515650122,0.075089,0.040363,0.155031,-0.42979,0.293091,-1.972034
1515650122,0.057863,0.043373,0.150109,-0.452249,0.298855,-1.96265
