time,accel x,accel y,accel z,gyro y,gyro x,gyro z
1515654160224,0.058547974,16.6969,2.1392822,1.0809479,-0.58143616,-0.14865112
1515654160327,-0.78900146,8.980392,2.7569733,1.5198364,-0.26185608,-0.9657135
1515654160429,1.102417,8.717026,1.0451202,1.1320801,-0.27037048,-0.67915344
1515654160533,-0.90153503,9.80159,1.6915588,1.0969391,0.030029297,-0.8112488
1515654160635,0.6618805,10.383392,-0.19267273,-0.015197754,-0.5984802,-0.22535706
1515654160736,-3.779358,11.415283,-1.1240234,-2.9073944,-0.83496094,1.1531067
1515654160840,3.2595978,10.383392,2.7330322,-1.5310822,0.39009094,1.3938446
1515654160942,-2.2877808,6.2773285,1.2007446,-1.0027008,1.9464417,0.9943695
1515654161045,1.3418427,4.907852,3.3794708,0.6058502,0.7863617,0.14216614
1515654161148,0.5206299,8.901382,8.98909,-0.19949341,1.4063568,0.2646637
1515654161251,3.9658813,3.4952698,7.159912,0.16801453,0.2771759,0.8505707
1515654161354,-8.792816,-5.667343,6.9564056,0.732605,1.2359161,-1.6698456
1515654161456,2.3665466,7.4480896,5.0195007,1.6434174,-0.3928833,-0.7707672
1515654161559,-0.7913971,8.453659,0.4393921,1.3121185,-0.6804962,-0.7409363
1515654161661,-0.30776978,9.442474,1.4856567,0.7400665,-0.6059265,-0.40751648
1515654161764,-0.039611816,10.598862,1.0139923,0.45350647,-0.73695374,-0.95718384
1515654161867,0.9037018,11.831879,0.4609375,-0.11853027,0.4348297,0.29663086
1515654161972,-2.3332672,12.01384,2.3475647,-2.3076477,-2.15802,1.2319336
1515654162075,1.7751923,10.811951,2.6779633,-1.2008514,1.2454987,1.4204865
1515654162177,-0.81773376,7.345154,2.582199,-0.58406067,1.9528351,1.1371155
1515654162279,1.0090485,7.208679,3.5925598,0.45777893,1.9890594,0.2572174
1515654162382,0.889328,9.107285,6.9875336,-0.5616913,2.3427124,0.6790619
1515654162484,3.0704498,9.492752,5.989151,0.53660583,-0.23202515,1.3917236
1515654162591,-8.112869,17.491776,1.0139923,0.01461792,1.5938416,-1.5707855
1515654162694,-1.1768646,8.922928,1.7993011,1.1501923,1.1251221,-0.86557007
1515654162797,-0.45381165,9.013901,2.6564178,1.1533966,1.3818512,-0.073013306
1515654162900,0.65708923,10.37381,0.9589386,1.0308838,-0.15106201,-0.5470581
1515654163003,1.4471741,10.050598,1.5311432,0.28520203,-0.3502655,-0.7739563
1515654163108,-1.5192413,14.542114,-1.7632751,-0.83226013,1.3285828,0.87187195
1515654163211,-1.0260315,13.97229,1.8304291,-1.4437256,-0.5952759,1.9531097
1515654163314,-0.51846313,10.146362,0.4393921,-1.4906006,2.542984,0.86654663
1515654163415,1.4591522,7.5510406,3.6117096,0.06681824,2.383194,1.9499207
1515654163516,1.3681793,10.1822815,2.7689514,0.80184937,3.2929382,1.8838654
1515654163617,-3.439392,4.974884,8.481522,0.29159546,3.1065216,1.5067749
1515654163719,13.339188,11.556549,-0.4129486,0.603714,0.756546,3.4796448
1515654163821,-20.713547,16.337769,-4.6818085,-0.13238525,3.2620392,-1.0786285
1515654163922,5.3186035,9.710617,1.2151184,1.4346161,1.1592102,0.316864
1515654164027,1.0138245,8.147202,1.090622,1.5102539,1.9251404,0.067596436
1515654164129,1.0952301,9.909332,1.1361084,0.69107056,0.76187134,-0.38301086
1515654164232,0.7217407,9.389801,0.7554321,0.48866272,0.6308441,-0.5140381
1515654164335,1.0018616,13.914841,-2.3929443,-0.7459717,2.128601,0.4329834
1515654164438,-1.9477997,12.545349,1.0116119,-2.5100555,0.87265015,1.4716187
1515654164542,1.8374329,10.914902,1.6795807,-0.44343567,2.5515137,1.798645
1515654164645,1.2676086,9.420914,0.83921814,0.12860107,3.5784302,1.8178253
1515654164748,-3.2741852,5.1975403,6.8606415,0.26602173,1.2593384,0.90914917
1515654164850,3.2978973,5.9086304,6.2118073,0.34484863,1.1687927,0.03883362
1515654164953,3.3769073,28.490738,3.6500092,-0.716156,-1.6434937,1.3416595
1515654165056,-8.536636,17.458252,3.7769012,1.6668549,-1.5710602,-1.9830322
1515654165160,1.0832672,8.661957,0.69078064,1.6370239,-0.5196533,-0.73986816
1515654165263,1.2987366,7.6372375,2.0147705,1.2300873,-0.08821106,-0.6226959
1515654165367,0.5349884,8.580551,0.6261444,0.44606018,-1.0288391,-0.5396118
1515654165472,1.260437,9.576538,0.09223938,0.4055786,-0.40672302,-0.5513153
1515654165575,2.6993408,11.609222,1.9932251,0.0050354004,-0.21817017,0.018600464
1515654165680,-1.3779755,13.270798,-0.5901184,-2.6528015,-0.29167175,1.2330017
1515654165784,3.5780182,9.657944,3.6619873,-1.0964508,0.48382568,1.3576355
1515654165886,-1.3971252,7.045868,2.4170074,-0.70762634,1.7951813,0.69078064
1515654165990,0.6331482,7.7713165,4.5478363,0.28094482,0.11312866,-0.14439392
1515654166092,2.3761292,6.899826,5.041046,0.121154785,0.38476562,0.026046753
1515654166194,1.2341003,7.208679,6.570938,0.12860107,-0.25971985,0.2934265
1515654166296,-0.69563293,25.49559,6.6068573,-0.4189453,-1.7617493,0.7589569
1515654166399,-3.4585419,18.516495,-0.22859192,2.133438,-0.4429474,-0.16462708
1515654166502,-2.1417236,10.665909,-3.5445557,1.290802,-1.473053,-0.6674347
1515654166606,2.098404,8.705048,1.3611603,0.54618835,-1.5486908,-0.5843506
1515654166708,1.5357666,9.813568,0.5471344,0.21809387,-1.7191315,-0.5246887
1515654166811,0.68821716,9.418518,0.40586853,0.28520203,-1.1950226,-0.54493713
1515654166915,1.6746368,9.2221985,1.4377747,-0.05567932,-1.5635986,-0.370224
1515654167018,-1.4929047,13.191788,-0.8750305,-1.5097656,-0.86372375,1.496109
1515654167122,5.241989,10.998703,5.4145355,-1.8240204,-1.187561,0.90063477
1515654167224,-1.842453,5.7913055,2.2781372,-1.7963257,1.5650787,0.020721436
1515654167326,2.57724,5.832016,5.7736664,-0.75556946,-0.15959167,0.43937683
1515654167428,3.7695618,4.836029,7.3346863,0.28199768,0.96746826,0.081451416
1515654167534,0.62597656,7.785675,6.0729523,0.9477997,0.46466064,0.0047454834
1515654167638,0.67385864,28.914505,5.31398,-0.8493042,-1.1801147,1.3650818
1515654167741,0.46076965,20.67366,2.7881012,2.3688507,-1.6893005,-1.1553345
1515654167843,0.8199005,8.00116,2.644455,1.6721802,-1.1119385,-0.813385
1515654167945,2.352188,6.7920837,1.5862122,1.1182404,-0.04560852,-0.6354828
1515654168046,-0.59747314,8.489578,0.24307251,0.71876526,-0.4482727,-0.6077881
1515654168146,0.59484863,10.213394,-0.42012024,0.3725586,-1.1257782,-0.8357544
1515654168247,2.0337524,9.315567,1.3132782,-0.089767456,-0.53349304,-0.42881775
1515654168348,-5.8264008,12.030594,1.3779144,-2.2533264,-0.07009888,0.842041
1515654168450,5.9075775,11.254883,3.597351,-0.6735382,0.48703003,1.2234039
1515654168555,-2.383545,6.121704,0.69317627,-1.1177521,1.4851837,0.5629425
1515654168659,1.5740662,5.6763916,3.9708405,-0.48284912,1.157074,0.96881104
1515654168763,2.862152,6.571823,5.680298,0.33952332,1.3743896,0.4638672
1515654168867,1.2293091,8.070587,8.282791,0.11582947,1.6439056,0.8356476
1515654168970,8.5555725,23.769363,13.803818,-0.28684998,-1.6520233,3.2324982
1515654169074,2.5509033,21.858795,-0.355484,2.8524933,-1.6946259,-1.0583954
1515654169177,-0.9398346,10.402542,-0.49673462,1.494278,-1.7670746,-0.78674316
1515654169280,3.5037994,7.3906403,2.2398376,1.0873413,-0.7444153,-0.65145874
1515654169384,0.29795837,8.580551,0.6405029,0.8828125,-0.75294495,-0.52789307
1515654169488,2.352188,10.361847,-0.47039795,0.33740234,-1.5550842,-0.7878113
1515654169590,2.5748444,11.989899,2.11055,-0.7459717,-0.28529358,0.5586853
1515654169692,2.8238525,16.419174,3.41539,-2.7795715,-3.6003876,1.6473846
1515654169795,3.7527924,8.377045,1.9956207,-0.95903015,1.8463135,1.4194183
1515654169898,-3.0634918,3.2295074,4.064209,-0.7150879,0.96533203,1.2660217
1515654170000,2.6897736,6.092972,4.7034607,1.1821594,0.35386658,0.1783905
1515654170104,1.4352112,7.239807,3.044281,0.77948,1.7451019,-0.59606934
1515654170206,1.4998474,6.528717,6.9037323,-0.48605347,-0.5484009,-0.38087463
1515654170312,2.2229004,-1.3745422,1.411438,1.1278229,0.97491455,-2.2664032
1515654170415,0.22853088,6.3132477,9.690582,0.777359,-1.4016876,-0.686615
1515654170519,2.5317535,6.492813,3.7026825,1.4985352,-1.2291107,-1.102066
1515654170622,0.54696655,9.131226,0.7889404,0.61756897,-0.7444153,-0.5950012
1515654170724,2.4527435,9.241348,1.3060913,0.650589,-0.98516846,-0.8304291
1515654170826,2.2516327,9.298813,1.0163879,-0.23358154,-1.1609344,-0.50231934
1515654170928,-3.5183868,13.610779,-2.0601501,-2.1404114,0.4263153,0.69610596
1515654171032,8.672882,11.554153,5.304413,-0.75875854,-0.629364,1.1467133
1515654171135,-0.45141602,7.3595123,-0.11366272,-0.68525696,1.6545563,0.6694641
1515654171238,-0.3388977,6.1073456,3.5638275,-0.5989685,1.1560211,1.1360626
1515654171341,6.4606323,5.951721,6.412918,-0.3390503,1.0036774,0.9901123
1515654171445,2.1007996,5.503998,6.2046356,0.7816162,1.3019562,0.6140747
1515654171548,-4.3300323,27.791626,9.728897,-1.3222809,-0.58036804,0.7451019
1515654171652,2.0265808,16.807037,3.877472,0.46629333,0.0342865,-1.3460083
1515654171754,-0.1904602,6.389862,1.8615417,1.2481995,-0.7966156,-0.82403564
1515654171073,2.1055908,6.6580048,0.54473877,1.2620544,-0.65812683,-0.81018066
1515654171174,1.5860443,8.908554,1.5383301,0.6569824,-0.70606995,-0.65252686
1515654171275,1.8182831,8.805603,0.7865448,0.59413147,-0.66238403,-0.82936096
1515654171377,4.246002,9.844696,0.29574585,-0.07911682,-1.1811676,-0.40219116
1515654171478,-3.8751373,13.340225,-0.54940796,-1.8879395,0.70114136,1.1019745
1515654171581,4.1215057,9.186295,5.2325897,-0.6735382,0.19407654,1.1573639
1515654171685,-1.5814819,6.44014,0.98287964,-0.6309204,1.138977,0.49050903
1515654171787,1.1455078,6.856735,3.4345398,-0.2144165,1.6918488,0.9347229
1515654171889,3.8318024,7.3283844,5.0195007,0.3310089,1.0058136,0.47665405
1515654171991,0.9827118,7.519928,4.827957,-0.40083313,1.0622711,0.8548279
1515654172094,4.078415,4.2254944,5.2948303,1.0766907,0.81407166,0.21247864
1515654172197,14.2369995,12.0737,1.14328,-0.96328735,1.3136749,0.5405731
1515654172300,6.0488434,21.016037,1.3515778,1.9374237,-3.7282257,-1.2799683
1515654172404,4.2316437,11.156723,0.8631592,0.77948,-1.1513519,-0.55877686
1515654172507,2.1367035,8.228607,2.3092651,1.0553894,-0.41418457,-0.71110535
1515654172611,1.7919464,8.709839,1.1600494,0.48973083,-1.1662598,-0.38619995
1515654172713,1.6698456,9.097702,-0.15197754,0.26815796,-1.4261932,-0.7292175
1515654172817,4.9834137,8.479996,1.0475159,-0.12705994,-0.47703552,-0.63227844
1515654172919,-2.850418,12.605209,0.9613342,-0.7214813,0.6116638,0.5565491
1515654173023,4.861313,13.514999,3.7290192,-0.40509033,0.0619812,2.019165
1515654173126,-2.3859406,5.8942566,1.2630005,-1.6365356,0.31126404,0.762146
1515654173229,2.6969604,6.3802795,4.1288605,-0.37953186,1.2806549,1.2521667
