time, accel x, accel y, accel z, gyro x, gyro y, gyro z
1515626227403,0.0,0.0,0.0,0.0,0.0,0.0
1515626227424,1.0049896,2.1511536,9.260223,0.18333435,0.093048096,-0.041915894
1515626227445,0.6699829,2.1559296,9.3703,-0.087890625,-0.06820679,0.020385742
1515626227465,1.0073853,1.9884338,9.92543,-0.07872009,-0.067596436,-0.007095337
1515626227486,0.99780273,2.1607208,10.04985,0.0074005127,-0.0046844482,-0.042526245
1515626227507,0.933197,2.1320038,9.674179,0.0861969,0.0118255615,-0.042526245
1515626227527,0.6652069,2.120041,9.485153,0.12713623,-0.018112183,-0.03152466
1515626227548,0.87338257,2.108078,9.466003,0.08680725,-0.030944824,0.020996094
1515626227569,1.0121613,2.251648,9.468399,0.0025024414,0.0069274902,-0.01625061
1515626227590,1.0145569,2.141571,9.6263275,-0.046340942,-0.022384644,-0.021759033
1515626227611,0.98583984,2.038681,9.686142,-0.031082153,0.0032653809,-0.054122925
1515626227632,0.89730835,2.0578308,9.643082,-0.010314941,0.028305054,-0.03152466
1515626227654,0.74894714,2.0913239,9.501892,-0.0029754639,0.0020446777,0.018554688
1515626227675,0.8183441,2.1463623,9.757935,-0.0048217773,-0.0718689,0.066207886
1515626227696,0.8877411,2.0434723,9.824936,0.05381775,-0.052322388,0.053985596
1515626227717,0.9260254,2.1296082,9.568893,0.08375549,-0.01689148,0.050323486
1515626227738,0.9643097,2.182251,9.389435,0.06970215,-0.023010254,0.02772522
1515626227760,0.93559265,2.285141,9.422943,0.009231567,-0.039489746,8.544922E-4
1515626227781,1.0408783,2.2061768,9.49472,-0.04084778,-0.0016174316,-0.02357483
1515626227803,1.3447723,2.1296082,9.463608,0.22242737,-0.10424805,-0.054122925
1515626227824,1.0049896,2.342575,8.992233,-0.06283569,0.017303467,0.01184082
1515626227846,1.5361938,2.617752,9.592819,-0.28153992,0.17001343,-0.030914307
1515626227867,1.3639069,2.1918182,9.705292,-0.14164734,0.097335815,-0.17630005
1515626227890,1.3639069,2.1918182,9.705292,-0.14164734,0.097335815,-0.17630005
1515626227911,0.42114258,1.9214325,9.516251,-0.04206848,0.11444092,-0.10482788
1515626227932,0.42114258,1.9214325,9.516251,-0.04206848,0.11444092,-0.10482788
1515626227952,0.42114258,1.9214325,9.516251,-0.04206848,0.11444092,-0.10482788
1515626227973,0.42114258,1.9214325,9.516251,-0.04206848,0.11444092,-0.10482788
1515626227993,0.42114258,1.9214325,9.516251,-0.04206848,0.11444092,-0.10482788
1515626228014,0.42114258,1.9214325,9.516251,-0.04206848,0.11444092,-0.10482788
1515626228035,1.7898254,2.136795,8.953949,-0.23083496,-0.19343567,-0.037017822
1515626228055,1.7898254,2.136795,8.953949,-0.23083496,-0.19343567,-0.037017822
1515626228076,1.7898254,2.136795,8.953949,-0.23083496,-0.19343567,-0.037017822
1515626228098,1.351944,1.9908295,9.525833,-0.33773804,-0.27957153,-0.17019653
1515626228122,1.351944,1.9908295,9.525833,-0.33773804,-0.27957153,-0.17019653
1515626228145,1.351944,1.9908295,9.525833,-0.33773804,-0.27957153,-0.17019653
1515626228166,1.351944,1.9908295,9.525833,-0.33773804,-0.27957153,-0.17019653
1515626228187,1.414154,2.0075836,9.982849,-0.5313721,-0.06149292,-0.23800659
1515626228208,1.414154,2.0075836,9.982849,-0.5313721,-0.06149292,-0.23800659
1515626228229,1.414154,2.0075836,9.982849,-0.5313721,-0.06149292,-0.23800659
1515626228249,0.97387695,1.9214325,10.600204,-0.3310089,-0.15434265,-0.2886963
1515626228270,1.1605225,1.8448639,10.408783,0.011672974,-0.34553528,-0.31741333
1515626228290,1.1868439,1.8233337,10.0785675,-0.018859863,-0.26368713,-0.31497192
1515626228311,1.5314026,1.7156525,10.1814575,-0.13613892,-0.13235474,-0.2783203
1515626228332,1.4644012,1.6342926,10.4375,-0.16729736,-0.016281128,-0.24838257
1515626228352,1.4237366,1.6175537,10.545166,-0.05734253,-0.04499817,-0.2587738
1515626228373,1.5744781,1.4787598,10.222137,0.040390015,-0.008956909,-0.31680298
1515626228393,1.4285126,1.426117,9.690933,0.05015564,0.06556702,-0.29725647
1515626228414,1.3280182,1.4165497,9.628723,-0.00541687,0.072891235,-0.21295166
1515626228434,1.6462555,1.3328094,9.710068,0.027557373,0.104660034,-0.1634674
1515626228455,1.5673065,1.3375854,9.3511505,0.06726074,0.11993408,-0.17080688
1515626228476,1.1988068,1.3734741,8.982651,0.02267456,0.035629272,-0.118270874
1515626228496,1.4644012,1.3615112,9.413361,-0.018859863,-0.14945984,-0.02053833
1515626228517,1.8017883,1.2610168,9.796219,0.05015564,-0.16349792,-0.030303955
1515626228537,1.7730865,1.3639069,9.698105,0.11125183,-0.0743103,-0.045578003
1515626228558,1.524231,1.3878326,9.521042,0.03366089,0.031967163,2.2888184E-4
1515626228580,1.4021912,1.3686981,9.59761,-0.06222534,0.06373596,0.07475281
1515626228601,1.5266266,1.3974152,9.923035,-0.043289185,-0.015670776,0.09918213
1515626228624,1.6797638,1.3543396,10.04747,0.04222107,-0.04133606,0.08026123
1515626228645,1.6414795,1.4117584,9.530609,0.14361572,0.013046265,0.028945923
1515626228666,1.4907227,1.4931183,9.387039,0.056274414,0.020980835,0.07048035
1515626228686,1.6582336,1.4524384,9.521042,-0.01335144,0.010604858,0.08758545
1515626228707,1.7132568,1.5074768,9.690933,-0.004196167,-0.040100098,0.06864929
1515626228727,1.7276154,1.4572296,9.635895,0.04588318,-0.088974,0.0552063
1515626228748,1.8592224,1.4931183,9.688538,0.084365845,-0.08531189,0.057647705
1515626228768,1.7156525,1.4979095,9.394226,0.07093811,0.014862061,0.07658386
1515626228789,1.5840454,1.6103668,9.296112,0.035491943,-0.03277588,0.14378357
1515626228809,1.8161469,1.5768738,9.403793,0.05505371,-0.1720581,0.17555237
1515626228830,1.9908295,1.6438751,9.255432,0.11857605,-0.24658203,0.20487976
1515626228850,2.1176453,1.6007996,9.12384,0.14483643,-0.2038269,0.16456604
1515626228871,1.9453583,1.6821594,8.556732,0.07460022,-0.16656494,0.16822815
1515626228892,2.120041,1.8017883,8.384445,-0.027420044,-0.26002502,0.2183075
1515626228913,2.4263153,1.7778625,8.171494,-0.114151,-0.4163971,0.16456604
1515626228934,2.5435638,1.7874451,7.9609222,-0.20089722,-0.5898895,0.06864929
1515626228955,2.6273193,1.3615112,7.996811,-0.3322296,-0.5245209,0.07597351
1515626228976,2.7062836,1.2753754,7.8556366,-0.41653442,-0.46466064,0.11628723
1515626228997,2.567505,1.2993011,7.3962097,-0.44769287,-0.7591095,0.117507935
1515626229017,2.8857422,1.4309082,7.176071,-0.44891357,-1.4359436,0.0881958
1515626229038,3.1776733,1.351944,7.8843536,-0.5148926,-2.270401,-0.026641846
1515626229059,4.208969,0.8638153,9.209976,-0.7048645,-2.1921997,-0.05168152
1515626229080,5.1637115,0.34457397,9.317657,-0.9259949,-1.5526276,0.017333984
1515626229101,4.680359,0.7298126,9.664612,-1.1520233,-1.1970978,0.1040802
1515626229122,4.943573,1.1102753,11.531006,-1.0738373,-1.1549377,0.060699463
1515626229143,4.7042847,1.036087,12.210571,-0.8441467,-1.3724213,-0.1433258
1515626229164,5.168503,0.49291992,12.428314,-0.6230011,-0.8030853,-0.28625488
1515626229185,4.74736,0.47616577,11.60759,-0.36216736,0.033798218,-0.27954102
1515626229206,4.165909,0.8566284,10.13121,-0.2943573,0.44430542,-0.3412323
1515626229227,3.402588,1.450058,9.016159,-0.4556427,0.4357605,-0.3387909
1515626229248,3.3044891,1.3232269,9.664612,-0.45196533,0.1724701,-0.23554993
1515626229269,3.5892334,1.0911255,9.676575,-0.17279053,-0.16534424,-0.17752075
1515626229289,3.9098663,1.0528412,8.432312,0.07460022,-0.51109314,-0.19584656
1515626229310,4.0821533,1.0289154,7.350754,0.12528992,-0.6723633,-0.15797424
1515626229331,4.08934,1.4117584,6.953537,0.056274414,-1.1524963,-0.055343628
1515626229352,4.8263245,1.4859467,6.649658,0.089263916,-1.5874481,-0.16712952
1515626229372,5.268997,0.87338257,6.197418,0.020233154,-1.7053375,-0.24594116
1515626229393,4.8670044,1.1509552,5.797806,-0.19174194,-1.4163971,-0.15675354
1515626229414,5.0392914,1.0887299,5.900696,-0.24916077,-1.414566,-0.08100891
1515626229436,5.436493,0.65802,5.276169,-0.24855042,-1.8898163,-0.13110352
1515626229456,5.996414,0.06939697,5.448456,-0.1960144,-2.1641083,-0.08772278
1515626229477,6.300308,-0.3637085,6.3720856,-0.071395874,-2.4707642,0.14134216
1515626229498,6.714264,-0.7298126,6.171097,-0.0017547607,-2.584381,0.45533752
1515626229519,6.999008,-0.5479584,5.7260284,-0.1630249,-2.3846283,0.7344971
1515626229540,7.240677,-0.21534729,5.5345917,-0.22227478,-2.2697754,0.99412537
1515626229560,8.181061,0.14356995,5.723633,-0.1459198,-2.8201752,1.1773682
1515626229581,9.985245,-0.6149597,6.0394897,-0.060394287,-2.9276886,1.0130463
1515626229602,10.021149,-0.5766754,5.046463,-0.22166443,-2.6344757,0.9104309
1515626229623,8.678772,1.5792694,3.4648132,-0.5161133,-3.2514496,0.6642456
1515626229644,8.810379,2.136795,3.6514435,-0.5710907,-3.7804718,0.4620514
