time, accel x, accel y, accel z, gyro x, gyro y, gyro z 1515687177089,-0.76330566,-7.475174,4.5559387,-0.16711426,0.6427002,-0.39268494
1515687177109,0.42114258,-7.716858,7.800598,-0.63197327,-0.21861267,0.24139404
1515687177130,-0.22253418,-7.628311,6.953537,-0.22514343,-0.25282288,0.15892029
1515687177150,-0.6652069,-7.2263184,5.6327057,-0.32836914,-0.11904907,0.14425659
1515687177171,-1.071991,-7.3698883,5.5824585,-0.6582489,6.713867E-4,0.11982727
1515687177191,-1.2586212,-7.4847565,5.694916,-0.82440186,-0.12088013,0.14793396
1515687177213,-0.73698425,-7.8508453,6.1950226,-0.7419281,-0.53504944,0.21513367
1515687177234,0.1603241,-8.025528,5.974884,-0.78408813,-1.0591736,0.40449524
1515687177255,0.16749573,-7.992035,6.6017914,-0.64785767,-0.8471985,0.25238037
1515687177276,0.4283142,-7.7742767,5.063217,-0.64785767,-0.5301666,0.105163574
1515687177297,0.27278137,-7.635498,3.912262,-1.0204926,-0.50083923,0.13449097
1515687177318,0.55274963,-7.829315,4.0390778,-1.3638,-0.8288727,0.1289978
1515687177339,2.761322,-9.281754,6.6137695,-1.3955688,-0.7537384,0.07646179
1515687177359,0.2416687,-8.358124,6.9846497,-0.5171356,-1.2076263,-0.48736572
1515687177381,-0.090927124,-9.162125,4.6707916,-0.28683472,-1.1398163,-0.47821045
1515687177402,0.18664551,-8.829514,4.170685,-0.43955994,-1.0909424,-0.34075928
1515687177423,1.1270142,-8.236099,3.1417694,-1.311264,-1.0023651,-0.11657715
1515687177444,1.730011,-7.3914337,4.2592316,-1.088913,-1.4507446,-0.26501465
1515687177465,1.6582336,-7.865204,2.1128693,-1.0021667,-1.7910004,-0.33953857
1515687177486,1.0887299,-9.406189,2.1798553,-1.3882294,-1.853302,-0.24606323
1515687177507,0.6029968,-9.944565,3.0915222,-1.3534241,-1.3194122,0.0013275146
1515687177528,2.009964,-11.894714,4.943573,-0.12312317,-1.568039,0.06668091
1515687177549,2.3042908,-13.277771,2.0626068,0.20062256,-2.5949097,-0.022491455
1515687177570,0.5312042,-15.067612,6.3098755,-0.18421936,-1.6187286,0.17602539
1515687177591,1.8831482,-14.670395,3.328415,-0.36013794,0.6414795,0.4747467
1515687177612,0.8374939,-12.96431,0.8949127,0.3753357,0.26823425,0.59814453
1515687177633,3.0460663,-11.504684,0.1651001,0.60624695,-0.3542328,0.36479187
1515687177655,2.3784637,-10.246063,1.421341,0.57691956,-0.45991516,0.0025482178
1515687177676,3.4456635,-8.118851,2.7828522,0.38082886,-0.1312561,-0.13734436
1515687177697,1.5218353,-5.883957,3.1585236,0.13954163,0.7648773,-0.32914734
1515687177718,1.1126556,-2.7804565,1.3567352,-0.041885376,1.1454468,0.042251587
1515687177739,1.5768738,-1.8735809,3.5102692,-0.17626953,0.5803833,0.15710449
1515687177760,0.8925171,-1.9884338,3.2949219,0.24461365,-0.7476349,0.1302185
1515687177781,-0.30867004,-2.3066864,2.548355,-0.23246765,-1.0060272,0.18397522
1515687177804,1.1150513,-6.448654,1.7778625,-0.47499084,-0.6199646,0.41122437
1515687177825,1.6103668,-7.310074,-0.5024872,-1.0534668,0.40446472,0.53889465
1515687177846,2.457428,-9.853638,-0.54556274,-1.5275116,0.74838257,0.44480896
1515687177868,3.3475647,-10.092926,0.30867004,-1.182373,0.8155823,-0.14161682
1515687177889,1.3399811,-17.369507,4.2352905,-0.29844666,0.30366516,-1.0255432
1515687177910,-3.2446747,-15.670593,3.7615204,0.8738098,-1.2460938,-0.48675537
1515687177932,-1.529007,-13.789841,3.6753693,0.8438721,-0.29925537,0.46069336
1515687177954,2.3306122,-13.079163,3.270996,0.531723,1.1466675,1.0801239
1515687177975,6.2811584,-9.193222,5.0512543,0.48406982,1.137497,0.62501526
1515687177996,2.079361,-4.565506,4.9172516,0.47369385,-0.2400055,-0.28334045
