timestamp(unix),accel x,accel y,accel z,gyro x,gyro y,gyro z
1515650806,-0.099557,-0.132411,0.046134,-0.124691,-0.541944,-0.996678
1515650806,-0.1022,-0.139072,0.029461,-0.073276,-0.475097,-1.023385
1515650806,-0.103806,-0.139208,0.029563,-0.000548,-0.485809,-1.037118
1515650806,-0.094247,-0.138265,0.02532,0.042352,-0.495314,-1.022596
1515650806,-0.111502,-0.155473,0.039874,0.042542,-0.501297,-1.034876
1515650806,-0.104092,-0.165154,0.029494,0.036665,-0.519219,-1.045983
1515650806,-0.095052,-0.157827,0.013906,0.021201,-0.448784,-1.029622
1515650806,-0.079529,-0.15012,0.005591,0.0168,-0.386692,-1.00844
1515650806,-0.062645,-0.13893,0.019982,-0.022291,-0.315052,-0.968739
1515650806,-0.029936,-0.123002,0.024547,-0.042301,-0.236188,-0.884963
1515650806,-0.004359,-0.135831,0.03517,-0.145126,-0.282692,-0.783296
1515650806,-0.042074,-0.109057,-0.0509,-0.246003,-0.508303,-0.732855
1515650806,-0.038502,-0.113152,-0.048709,-0.178794,-0.607347,-0.743399
1515650806,-0.047199,-0.022362,-0.112625,-0.153958,-0.533284,-0.708759
1515650806,-0.052428,0.018107,-0.104132,-0.135845,-0.415036,-0.653034
1515650806,-0.070033,0.068532,-0.079469,-0.002696,-0.345695,-0.632194
1515650806,-0.06897,0.099419,-0.001682,0.126897,-0.24774,-0.640573
1515650806,-0.041525,0.109686,0.082513,0.137521,-0.219064,-0.622071
1515650806,-0.018947,0.110291,0.121862,0.08922,-0.342036,-0.615284
1515650806,-0.072918,0.076286,0.04457,0.042216,-0.554593,-0.661665
1515650806,-0.106488,0.049495,-0.027155,0.011322,-0.798283,-0.803788
1515650806,-0.127428,0.036928,-0.130144,-0.043459,-1.145947,-1.041952
1515650806,-0.132451,0.047611,-0.208337,-0.044823,-1.202232,-1.202693
1515650807,-0.146686,0.055217,-0.208527,-0.061363,-0.876432,-1.257139
1515650807,-0.186113,0.074912,-0.11838,-0.132731,-0.335887,-1.382474
1515650807,-0.091694,0.069804,0.101788,-0.203958,-0.020915,-1.480916
1515650807,-0.104663,0.066376,0.103862,-0.20551,-0.161755,-1.468237
1515650807,-0.064699,0.043115,0.176835,-0.155818,-0.473219,-1.421149
1515650807,-0.065462,-0.016731,0.206561,-0.167624,-0.745352,-1.393262
1515650807,-0.076509,-0.03102,0.200944,-0.178057,-0.938772,-1.42739
1515650807,-0.079856,-0.03678,0.177584,-0.26608,-1.208683,-1.500923
1515650807,-0.101746,-0.025396,0.157752,-0.264431,-1.294722,-1.585913
1515650807,-0.123158,-0.012963,0.243093,-0.303872,-1.12297,-1.684028
1515650807,-0.14852,0.015244,0.374356,-0.416434,-0.967839,-1.711025
1515650807,-0.226473,0.067657,0.399822,-0.398786,-1.066993,-1.79001
1515650807,-0.103887,0.154817,0.42144,-0.088806,-1.448649,-1.684036
1515650807,-0.085916,0.146835,0.424057,-0.813873,-1.249437,-0.337478
1515650807,0.080727,0.083673,0.100233,-0.669022,-1.827377,0.454863
1515650807,-0.099637,0.372629,0.314092,-0.691385,-2.615097,0.559468
1515650807,-0.223612,0.457816,0.365573,-1.206736,-1.741642,0.574407
1515650807,-0.363863,0.359536,-0.097899,-1.380772,-1.655308,-0.035711
1515650807,-0.306392,0.149079,-0.376104,-1.19624,-1.769473,-0.815732
1515650807,-0.083278,0.139007,-0.326993,-0.978297,-0.578126,-0.884312
1515650807,-0.149701,0.152213,-0.15286,-1.130793,-0.609576,-1.163281
1515650807,-0.249881,0.25232,-0.137539,-1.168046,-2.109269,-1.530463
1515650807,-0.151886,0.453272,-0.110334,-1.405514,-3.122911,-1.585738
1515650807,-0.055183,0.516076,-0.158854,-1.389265,-4.307745,-1.169978
1515650807,0.024153,0.538153,-0.075721,-1.528555,-4.563303,-0.137449
1515650807,-0.109346,0.629254,0.054781,-1.688204,-3.357373,0.235969
1515650807,-0.167102,0.697009,0.271795,-1.938053,-2.736873,0.192408
1515650807,-0.12262,0.658856,0.242116,-2.317338,-2.700053,0.24388
1515650807,0.024423,0.699778,0.317928,-2.687527,-3.016231,0.581121
1515650807,0.12644,0.847796,0.305992,-2.983026,-3.660478,1.043661
1515650807,0.100279,0.850346,0.257861,-3.171628,-4.045582,1.549006
1515650807,0.076591,0.797268,0.20736,-3.525159,-4.0895,1.967339
1515650807,-0.060625,0.7424,0.099625,-4.072126,-3.445117,2.099861
1515650807,-0.125725,0.690544,-0.183317,-4.393176,-2.760021,2.218513
1515650807,-0.170944,0.609682,-0.451768,-4.234412,-2.099848,2.19241
1515650807,-0.191558,0.391708,-0.407675,-3.991413,-1.343188,1.94251
1515650807,-0.116841,0.328803,-0.296509,-3.960256,-0.790819,1.65898
1515650807,-0.131074,0.287889,-0.347024,-4.142218,-0.353043,1.496634
1515650807,0.083907,0.312986,-0.507893,-4.067298,-0.250293,1.537418
1515650807,0.158722,0.309498,-0.610868,-3.733534,-0.254576,1.782616
1515650807,0.149308,0.292958,-0.681323,-3.372261,-0.222985,2.068354
1515650807,0.09173,0.292489,-0.741152,-3.085825,-0.186681,2.342079
1515650807,-0.012911,0.285106,-0.866783,-2.694366,0.020323,2.561368
1515650807,-0.116719,0.277315,-0.967665,-2.246761,0.324017,2.750432
1515650807,-0.356352,0.226273,-1.011061,-1.783364,0.822166,2.831558
1515650807,-0.568885,0.14241,-0.996417,-1.232852,1.138839,2.829366
1515650807,-0.609597,0.111428,-0.995098,-0.628236,1.260761,2.634883
1515650807,-0.942922,-0.111842,-0.769868,-0.179939,1.16266,2.188542
1515650808,-1.132098,-0.136513,-0.613434,0.023345,1.139365,1.531445
1515650808,-1.154283,-0.219011,-0.521252,0.235147,1.49802,0.84709
1515650808,-1.023692,-0.413573,-0.188523,0.18464,2.131032,0.14542
1515650808,-1.013492,-0.411016,-0.160098,-0.007401,2.863098,-0.494065
1515650808,-0.86782,-0.498491,-0.071505,-0.048876,3.102328,-1.086543
1515650808,-0.689104,-0.471768,0.010731,0.125339,2.711587,-1.546021
1515650808,-0.687737,-0.386488,0.076224,0.318163,2.199292,-1.839687
1515650808,-0.761789,-0.246245,0.000557,0.692805,1.496146,-2.115343
1515650808,-0.912204,-0.068912,0.00832,1.316261,0.986452,-2.464076
1515650808,-0.981972,0.125445,0.209322,1.569232,1.064879,-2.919898
1515650808,-0.917867,0.320043,0.419201,1.305797,1.519156,-3.260752
1515650808,-0.84212,0.445751,0.328742,1.004503,1.756126,-3.594123
1515650808,-0.749181,0.461644,0.437389,0.843825,1.940766,-3.837559
1515650808,-0.718627,0.534227,0.480384,0.392469,2.184931,-4.056583
1515650808,-0.56005,0.491062,0.280881,0.148701,2.148686,-4.30226
1515650808,-0.417376,0.522627,0.204421,0.151358,1.969511,-4.413496
1515650808,-0.303032,0.578586,0.152416,0.151842,2.10437,-4.436004
1515650808,-0.164381,0.636717,0.124257,0.440618,2.126137,-4.35096
1515650808,0.000606,0.66305,0.205029,0.680265,1.631148,-4.14746
1515650808,0.182173,0.675454,0.287012,0.875244,1.05995,-3.754448
1515650808,0.32135,0.602143,0.517432,0.804564,1.24425,-3.296424
1515650808,0.218868,0.552351,0.565969,0.555183,1.532264,-2.856912
1515650808,0.187283,0.603842,0.594525,0.260742,1.880808,-2.697372
1515650808,0.220778,0.509256,0.649554,0.030778,2.073078,-2.488685
1515650808,0.259414,0.505297,0.652593,-0.256568,2.136571,-2.125037
1515650808,0.211493,0.50044,0.598972,-0.456834,2.287209,-1.804002
1515650808,0.242188,0.460533,0.515176,-0.431848,2.218355,-1.483608
1515650808,0.204663,0.469015,0.542736,-0.555734,1.611114,-1.115631
1515650808,0.215308,0.439678,0.605457,-0.791714,0.933336,-0.78203
1515650808,0.12018,0.50181,0.709632,-1.100923,0.409336,-0.586965
1515650808,0.113833,0.582379,0.7919,-1.737868,0.215862,-0.31442
1515650808,0.099942,0.630461,0.744354,-2.507622,-0.124519,-0.042335
1515650808,0.11314,0.665614,0.592761,-2.973575,-0.969652,0.208909
1515650808,0.136368,0.698124,0.391657,-3.012144,-2.115204,0.560138
1515650808,0.129401,0.73363,0.208836,-2.690867,-2.974001,0.948727
1515650808,0.045251,0.881381,0.298766,-2.489257,-3.120246,1.342897
1515650808,-0.023822,0.909638,0.400801,-2.672924,-2.723702,1.662825
1515650808,0.00853,0.840024,0.35893,-3.176318,-2.300134,1.782957
1515650808,-0.066414,0.971309,0.342783,-3.73158,-2.122531,1.873677
1515650808,-0.094956,0.982874,0.179509,-4.132225,-2.154981,1.905223
1515650808,-0.148349,0.968198,-0.009675,-4.45232,-1.846183,1.765801
1515650808,-0.149889,0.91198,-0.213513,-4.48701,-1.117132,1.53611
1515650808,-0.071793,0.830725,-0.275973,-4.580841,-0.379635,1.419299
1515650808,-0.01787,0.762864,-0.33333,-4.704526,-0.03718,1.376266
1515650808,-0.030447,0.680793,-0.493544,-4.60876,-0.051427,1.390615
1515650808,-0.058444,0.601497,-0.588881,-4.354884,-0.072693,1.441223
1515650808,-0.078257,0.562218,-0.645314,-4.058829,0.093418,1.442563
1515650809,-0.212804,0.3829,-0.662444,-3.803332,0.42996,1.233117
1515650809,-0.149036,0.288646,-0.636538,-3.620388,0.828606,1.094028
1515650809,-0.067459,0.219075,-0.665551,-3.385961,0.74528,1.166383
1515650809,-0.184122,0.091823,-0.653846,-3.115163,1.111599,0.890933
1515650809,-0.136679,0.005429,-0.630237,-2.864256,1.294233,0.75166
1515650809,-0.132403,-0.046438,-0.592272,-2.644423,1.29665,0.653092
1515650809,-0.070897,-0.097109,-0.518623,-2.427773,1.31464,0.606054
1515650809,-0.09912,-0.090955,-0.508954,-2.304655,1.469877,0.589443
1515650809,-0.120521,-0.07311,-0.486929,-2.291808,1.799284,0.541058
1515650809,-0.108455,-0.066817,-0.527326,-2.340409,2.325703,0.577231
1515650809,-0.116934,-0.097514,-0.582278,-2.256093,2.26962,0.547288
1515650809,-0.236552,0.105366,-0.714271,-2.181931,1.845873,0.472402
1515650809,-0.331347,0.057907,-0.865203,-1.787431,1.35217,0.670581
1515650809,-0.340332,0.052966,-0.87448,-1.08036,0.841918,0.835956
1515650809,-0.104304,-0.046813,-0.507938,-2.319026,2.110845,0.567386
1515650809,-0.614439,-0.260549,-0.91164,-0.171623,0.724215,0.737243
1515650809,-0.694225,-0.446968,-0.700507,0.511204,0.617692,0.099162
1515650809,-0.593078,-0.460878,-0.476052,0.77673,0.731768,-0.505898
1515650809,-0.4854,-0.41906,-0.402506,1.111371,0.754247,-0.871641
1515650809,-0.474058,-0.328776,-0.332444,1.553894,0.369832,-1.167729
1515650809,-0.606138,-0.215862,-0.275024,2.080114,-0.068456,-1.650497
1515650809,-0.757652,0.026451,0.154289,2.338562,-0.283865,-2.279441
1515650809,-0.637605,0.157527,0.40733,2.272424,-0.164999,-2.683938
1515650809,-0.598468,0.201925,0.435655,2.067153,-0.144961,-2.792246
1515650809,-0.687804,0.415882,0.557678,2.015576,-0.11899,-3.018512
1515650809,-0.575667,0.440746,0.784179,1.486179,0.209758,-3.340934
1515650809,-0.376897,0.441326,0.894377,0.39327,0.742432,-3.514907
1515650809,-0.197679,0.454287,0.757029,-0.485961,1.19068,-3.523402
1515650809,-0.070515,0.474191,0.537449,-0.874463,1.444763,-3.453532
1515650809,0.021835,0.48389,0.367851,-0.885536,1.324283,-3.375806
1515650809,0.312815,0.42158,0.260027,-0.733311,0.86981,-3.18163
1515650809,0.442714,0.454225,0.230106,-0.606445,0.42148,-2.8208
1515650809,0.419761,0.395464,0.243893,-0.51246,0.173611,-2.507732
1515650809,0.617461,0.448037,0.246286,-0.473159,-0.01817,-2.177051
1515650809,0.701698,0.439058,0.306021,-0.549914,-0.018885,-1.711483
1515650809,0.780658,0.435573,0.341532,-0.706291,-0.039834,-1.149062
1515650809,0.833029,0.449799,0.36359,-0.906285,-0.050016,-0.541148
1515650809,0.833575,0.449482,0.360687,-1.0543,-0.244012,0.047213
1515650809,0.819632,0.48305,0.351873,-1.173969,-0.402096,0.709177
1515650809,0.681443,0.529835,0.404338,-1.295599,-0.336938,1.395675
1515650809,0.580821,0.52092,0.420271,-1.592406,-0.16578,1.971817
1515650809,0.416833,0.557688,0.420382,-1.900775,-0.078431,2.331984
1515650809,0.262106,0.687015,0.432683,-2.28339,0.035046,2.616577
1515650809,0.116417,0.893666,0.386786,-2.662073,0.169014,3.075173
1515650809,0.016545,1.014549,0.205676,-2.673456,0.193601,3.710926
1515650809,-0.270007,0.859247,-0.205208,-1.993068,-0.227843,4.310395
1515650809,-0.530759,0.609678,-0.159029,-1.201531,-0.802542,4.438433
1515650810,-0.576071,0.534348,-0.186554,-0.851293,-0.974799,3.916019
1515650810,-0.681189,0.186833,0.27207,-1.296328,-0.186959,3.129373
1515650810,-0.631164,0.096024,0.332227,-2.327327,1.027763,2.274512
1515650810,-0.532973,0.106672,0.223624,-3.28267,1.951301,1.439841
1515650810,-0.410333,0.12272,0.072242,-3.940255,2.589904,0.748463
1515650810,-0.298082,0.150116,-0.101485,-4.181902,2.944818,0.179238
1515650810,-0.185923,0.15904,-0.219826,-4.181832,3.02068,-0.290591
1515650810,-0.015916,0.195631,-0.254207,-4.086525,2.934319,-0.711391
1515650810,0.125762,0.231943,-0.240956,-3.933894,2.756188,-1.038572
1515650810,0.339941,0.25987,-0.231797,-3.673564,2.185612,-1.1858
1515650810,0.584989,0.27518,-0.216976,-3.503395,0.662923,-0.897289
1515650810,0.703482,0.309361,-0.225181,-3.241708,-0.320746,-0.065927
1515650810,0.646424,0.279096,-0.310195,-2.861698,-0.399634,0.679593
,,,,,,
1515650810,0.439639,0.212631,-0.451029,-2.439476,-0.305645,1.179789
1515650810,0.421783,0.203477,-0.479216,-2.117564,0.269126,1.540956
1515650810,0.353331,0.146752,-0.51994,-1.836002,0.955979,1.814696
1515650810,0.245468,0.081018,-0.524986,-1.480821,1.550922,2.050972
1515650810,0.151181,0.053639,-0.462755,-1.122312,1.860467,2.186433
1515650810,0.07621,0.039211,-0.308344,-0.913098,1.798658,2.299392
1515650810,-0.025198,0.042754,-0.213149,-0.895566,1.668621,2.353717
1515650810,-0.133717,0.054711,-0.217295,-0.904794,1.600567,2.34601
1515650810,-0.210389,0.061557,-0.247823,-0.863504,1.672207,2.341401
1515650810,-0.37346,0.06924,-0.330082,-0.654486,1.699761,2.310361
1515650810,-0.478053,0.0291,-0.302639,-0.506151,1.792926,2.278634
1515650810,-0.507154,0.007871,-0.290656,-0.462489,1.946763,2.125078
1515650810,-0.777854,0.06647,-0.254955,-0.381243,1.99547,1.872854
1515650810,-0.873025,0.012217,-0.220917,-0.250448,2.063254,1.574064
1515650810,-0.938403,-0.09277,-0.181314,-0.115823,2.247922,1.188975
1515650810,-0.906339,-0.253822,-0.156918,0.071309,2.345462,0.782429
1515650810,-0.849575,-0.42874,-0.120175,0.437686,2.152921,0.258631
1515650810,-0.794525,-0.553336,-0.068642,0.866805,1.609372,-0.361619
1515650810,-0.689874,-0.486457,0.049451,1.10878,0.829328,-1.005953
1515650810,-0.650776,-0.363547,0.097476,1.218383,0.100578,-1.605543
1515650810,-0.636766,-0.208886,0.156747,1.067584,-0.378692,-2.056045
1515650810,-0.663048,-0.034698,0.165711,0.715823,-0.438992,-2.400753
1515650810,-0.714305,0.109976,0.118846,0.329935,-0.315528,-2.781066
1515650810,-0.728719,0.222197,0.088195,0.023851,0.090806,-3.232257
1515650810,-0.583355,0.340963,0.157696,-0.161356,0.778912,-3.694439
1515650810,-0.526625,0.400764,0.171667,-0.352908,1.347869,-3.960111
1515650810,-0.341401,0.456742,0.255065,-0.500828,1.50408,-4.017599
1515650810,-0.243891,0.51851,0.263635,-0.547866,1.210298,-4.113424
1515650810,-0.092039,0.571311,0.291242,-0.581863,0.759117,-4.069343
1515650810,0.058521,0.613857,0.282385,-0.689294,0.654251,-3.852877
1515650810,0.203207,0.598473,0.213897,-0.641241,0.467232,-3.538112
1515650810,0.323404,0.565447,0.170608,-0.492397,0.230175,-3.195745
1515650810,0.436982,0.536288,0.178195,-0.30775,0.174667,-2.7753
1515650810,0.610942,0.404322,0.366225,-0.311439,0.116687,-2.322505
1515650811,0.681447,0.399761,0.438413,-0.538883,-0.01907,-1.911164
1515650811,0.683434,0.432819,0.436973,-0.947565,-0.010434,-1.433599
1515650811,0.793657,0.439241,0.423003,-1.390376,0.201167,-0.899685
1515650811,0.799712,0.464426,0.322961,-1.629036,0.235032,-0.374689
1515650811,0.795291,0.483741,0.271114,-1.734064,0.07196,0.091265
1515650811,0.768953,0.489093,0.260293,-1.89975,-0.120928,0.614777
1515650811,0.713748,0.48901,0.253437,-2.093879,-0.084677,1.112721
1515650811,0.660171,0.493695,0.2141,-2.297635,0.020731,1.54985
1515650811,0.463244,0.601297,0.136353,-2.484749,0.108193,1.94152
1515650811,0.3422,0.754236,0.165161,-2.686039,0.071303,2.156181
1515650811,0.332644,0.702518,0.154728,-3.143152,0.10835,2.451572
1515650811,0.190437,1.049586,0.017491,-3.565931,0.297265,2.968158
1515650811,0.089015,1.008405,-0.24938,-3.576889,0.332546,3.561108
1515650811,-0.151083,0.892675,-0.513307,-2.958653,0.064651,3.812598
1515650811,-0.580589,0.568809,-0.536008,-1.951982,-0.254952,3.460176
1515650811,-0.614505,0.514292,-0.55728,-1.252856,-0.276689,2.844571
1515650811,-0.550814,0.351967,-0.25206,-1.409283,0.093861,2.33153
1515650811,-0.38211,0.25209,0.076989,-2.200856,0.84021,1.993826
1515650811,-0.326667,0.209843,-0.026264,-2.967201,1.683247,1.643127
1515650811,-0.281837,0.191306,-0.141948,-3.410645,2.190978,1.21126
1515650811,-0.171536,0.186802,-0.185938,-3.655916,2.524413,0.650496
1515650811,0.054276,0.203621,-0.162899,-3.947869,2.936897,0.351154
1515650811,0.250326,0.21348,-0.209654,-4.083842,3.008462,0.376428
1515650811,0.335821,0.199648,-0.386759,-3.956769,2.655419,0.555326
1515650811,0.333842,0.201393,-0.40379,-3.655952,2.06495,0.737298
1515650811,0.298839,0.181349,-0.482556,-3.301316,1.532987,0.902306
1515650811,0.242811,0.136696,-0.522036,-2.957227,1.233801,1.084578
1515650811,0.208153,0.099057,-0.523318,-2.703742,1.197183,1.282056
1515650811,0.146447,0.05409,-0.533956,-2.431032,1.309721,1.421541
1515650811,0.06319,0.014188,-0.533355,-2.13442,1.360075,1.449168
1515650811,0.023754,-0.006775,-0.49255,-1.883606,1.462918,1.472319
1515650811,-0.011357,-0.017392,-0.44812,-1.682533,1.587255,1.53247
1515650811,-0.112272,-0.045626,-0.349148,-1.459571,1.747405,1.58909
1515650811,-0.193866,-0.08118,-0.266139,-1.279864,1.832176,1.507019
1515650811,-0.208418,-0.094565,-0.26088,-1.269586,1.977664,1.376777
1515650811,-0.218188,-0.09387,-0.148614,-1.35683,2.193626,1.345174
1515650811,-0.24405,-0.08407,-0.141082,-1.511858,2.341575,1.374608
1515650811,-0.277582,-0.079739,-0.193015,-1.542328,2.427533,1.403344
1515650811,-0.414809,-0.014877,-0.304,-1.429343,2.305824,1.380299
1515650811,-0.429974,-0.025787,-0.301351,-1.191951,1.996775,1.344828
1515650811,-0.538593,0.013776,-0.367031,-0.716123,1.693833,1.297708
1515650811,-0.693039,-0.183367,-0.330074,-0.243646,1.371654,1.130474
1515650811,-0.732507,-0.30613,-0.264639,0.03115,1.218717,0.845957
1515650811,-0.743963,-0.440114,-0.239889,0.27821,1.278034,0.382697
1515650811,-0.705696,-0.512426,-0.194007,0.620385,1.223926,-0.156172
1515650811,-0.638163,-0.470182,-0.162959,1.099308,0.591002,-0.671748
1515650811,-0.588545,-0.363999,-0.085459,1.540887,-0.268652,-1.106451
1515650812,-0.575484,-0.110985,0.123765,1.830587,-1.069882,-1.51346
1515650812,-0.546821,-0.092064,0.13828,1.662323,-1.46302,-1.788305
1515650812,-0.592813,0.041061,0.218158,1.361686,-1.358633,-2.197129
1515650812,-0.761606,0.216119,0.224297,1.067816,-1.036017,-2.797007
1515650812,-0.725021,0.308133,0.449225,0.68384,-0.29689,-3.41755
1515650812,-0.572272,0.383486,0.713824,-0.138714,0.631965,-3.848433
1515650812,-0.464286,0.462402,0.766649,-0.990983,0.940324,-4.074553
1515650812,-0.392812,0.57919,0.747113,-1.666633,1.408897,-4.169222
1515650812,-0.3306,0.69138,0.554518,-1.82424,1.710729,-4.227086
1515650812,-0.125659,0.707333,0.410272,-1.867433,1.954171,-4.261105
1515650812,0.111977,0.732689,0.288507,-1.882621,2.108313,-4.113236
1515650812,0.127869,0.810052,0.321664,-1.6064,1.929823,-3.774566
1515650812,0.537501,0.625003,0.118868,-1.032561,1.318385,-3.290989
1515650812,0.652002,0.56225,0.220682,-0.647534,0.736727,-2.755284
1515650812,0.719983,0.508789,0.357282,-0.641023,0.533245,-2.237245
1515650812,0.821126,0.400464,0.500748,-0.86787,0.392776,-1.7696
1515650812,0.818612,0.42747,0.509932,-1.273942,0.425255,-1.320073
1515650812,0.858539,0.416823,0.51356,-1.671214,0.574734,-0.857664
1515650812,0.914353,0.444474,0.398826,-1.986357,0.661064,-0.339507
1515650812,0.892028,0.474174,0.360641,-2.166075,0.433508,0.145884
1515650812,0.869211,0.491227,0.363123,-2.306806,0.029354,0.666909
1515650812,0.824315,0.510931,0.371359,-2.565188,-0.192168,1.255422
1515650812,0.71047,0.525693,0.315344,-2.78664,-0.382777,1.714196
1515650812,0.5847,0.5954,0.287053,-3.018952,-0.606929,2.073617
1515650812,0.393975,1.017072,0.326885,-3.370037,-0.675893,2.508948
1515650812,0.383615,0.944985,0.29945,-3.977387,-0.471445,3.143699
1515650812,0.267164,1.144909,0.231813,-4.64505,-0.191641,3.948042
1515650812,0.059369,1.350407,-0.345621,-4.81144,-0.06062,4.845673
1515650812,-0.178587,1.247211,-0.696147,-4.033918,-0.432869,5.615373
1515650812,-0.586644,0.979326,-0.886967,-2.36879,-1.078583,5.782218
1515650812,-0.96658,0.691342,-0.749206,-0.816395,-1.509442,4.956192
1515650812,-1.087626,0.395977,-0.376674,-0.190503,-0.817011,3.639439
1515650812,-0.874695,0.159112,-0.003494,-0.938189,0.549427,2.72954
1515650812,-0.524995,0.07465,0.063648,-2.299916,2.090188,2.208091
1515650812,-0.458815,0.087629,-0.169427,-3.160487,3.113244,1.711715
1515650812,-0.472245,0.083169,-0.191913,-3.456277,3.775996,1.058656
1515650812,-0.186512,0.129795,-0.282547,-3.626166,4.423147,0.261876
1515650812,0.086742,0.192209,-0.294179,-3.749622,4.759145,-0.212263
1515650812,0.278917,0.230742,-0.318656,-3.77535,4.609902,-0.227729
1515650812,0.382193,0.224223,-0.343734,-3.689047,4.051574,-0.003342
1515650812,0.412282,0.190363,-0.39119,-3.44827,2.737734,0.207776
1515650812,0.39193,0.190846,-0.464343,-3.065673,1.175829,0.530989
1515650812,0.360311,0.212422,-0.565338,-2.633268,0.495131,1.070901
1515650812,0.309687,0.148955,-0.623036,-2.105034,0.515029,1.47857
1515650812,0.227569,0.103255,-0.659692,-1.617156,0.609915,1.719002
1515650812,0.099428,0.07231,-0.63459,-1.185422,0.843094,1.840357
1515650812,-0.022516,0.023897,-0.58112,-0.867571,1.177555,1.865855
1515650813,-0.097444,0.004666,-0.473981,-0.813692,1.5667,1.842185
1515650813,-0.190739,0.022346,-0.376683,-0.870878,1.978484,1.845895
1515650813,-0.206146,0.012033,-0.372221,-0.947584,2.245794,1.825575
1515650813,-0.267292,0.010601,-0.367199,-1.024614,2.282687,1.770889
1515650813,-0.405152,0.002887,-0.441874,-0.993086,2.139255,1.585072
1515650813,-0.468902,-0.016523,-0.477869,-0.957496,2.059009,1.327348
1515650813,-0.459052,-0.015561,-0.509411,-0.882188,2.130356,1.043429
1515650813,-0.435866,0.043453,-0.530316,-0.780551,2.163734,0.946589
1515650813,-0.475415,0.085566,-0.588389,-0.490256,1.994388,0.920332
1515650813,-0.509497,0.048607,-0.611465,-0.106053,1.599491,0.887643
1515650813,-0.562367,-0.149189,-0.516195,0.186632,1.437193,0.758551
1515650813,-0.567844,-0.274877,-0.535755,0.434056,1.365501,0.555394
1515650813,-0.567503,-0.28214,-0.513341,0.839451,1.121958,0.296945
1515650813,-0.590361,-0.387541,-0.484724,1.434618,0.69467,0.00264
1515650813,-0.649116,-0.331572,-0.406488,2.056681,-0.026373,-0.406065
1515650813,-0.731873,-0.220166,-0.318787,2.792625,-0.881078,-0.902816
1515650813,-0.889958,-0.068108,-0.140174,3.344303,-1.34818,-1.546244
1515650813,-1.014422,0.117659,-0.000223,3.708186,-1.718919,-2.36985
1515650813,-0.964034,0.306002,0.155519,3.775872,-2.047854,-3.002579
1515650813,-0.575898,0.422064,0.617713,3.346364,-2.011317,-3.171402
1515650813,-0.719569,0.431736,0.773302,2.202965,-1.327176,-3.431328
1515650813,-0.706925,0.473201,0.889211,0.698973,-0.169777,-4.042721
1515650813,-0.546491,0.555898,0.833636,-0.860364,1.249172,-4.503077
1515650813,-0.361372,0.66839,0.540316,-1.730745,2.224861,-4.659246
1515650813,-0.24358,0.76582,0.220952,-1.772569,2.298793,-4.701575
1515650813,-0.079726,0.709782,-0.055482,-1.358263,1.938684,-4.600667
1515650813,-0.047779,0.793728,-0.032838,-0.906995,1.436643,-4.418614
1515650813,0.036463,0.771384,-0.010979,-0.605963,0.957204,-4.22132
