
timestamp,accel x,accel y,accel z,gyro x,gyro y,gyro z
1515648329589,0,0,0,0,0,0
1515648329690,-0.06700134,2.3569336,8.188232,-0.66567993,-0.3030548,-0.5918274
1515648329791,1.3280182,2.244461,7.302902,-2.6003113,-0.91148376,0.4289093
1515648329892,2.9742737,2.646469,12.878174,0.32637024,-0.57551575,-1.0066223
1515648329994,6.9391785,5.54657,11.839691,3.9488373,-2.4105682,-2.6309204
1515648330095,-2.6416779,-1.7443695,3.3260193,2.1168213,-4.118561,-0.49043274
1515648330196,0.85902405,-27.242294,-9.78186,1.720993,-3.975006,8.340912
1515648330299,30.544388,-31.324448,-5.029709,-4.3150177,2.6217804,6.9591217
1515648330400,24.028732,2.1942139,11.2534485,-5.552643,3.428131,1.4790039
1515648330502,14.230118,27.058044,19.736008,1.3587341,0.93089294,-4.0206604
1515648330606,78.32666,-10.504486,23.808594,6.238373,4.1202393,-10.158676
1515648330707,-12.78006,-66.70711,28.718658,7.586563,-0.5785675,-3.9650574
1515648330810,9.729218,-78.39844,8.903687,-3.393219,2.3731537,15.297501
1515648330912,56.53044,-19.94896,19.14737,-7.9997864,5.2491302,6.6280365
1515648331014,20.925232,28.912476,36.636505,1.6299591,3.3768158,-5.9039764
1515648331116,78.32666,-39.818954,-14.859436,9.765533,3.6999664,-13.4702
1515648331217,-28.41716,-78.39844,26.947968,7.8296967,1.0976562,-2.0322723
1515648331320,51.125046,-78.39844,11.241486,-2.3351898,1.3163452,18.243729
1515648331422,37.99324,-5.0368958,4.6660004,-5.3779297,4.6413116,3.0477142
1515648331528,25.986053,31.13301,15.424133,-1.1867523,3.3474884,-4.4073334
1515648331631,78.32666,-55.97052,18.178268,10.384964,5.191101,-11.005951
1515648331733,-24.543182,-56.226547,7.680954,5.031906,-1.6243744,-3.654129
1515648331834,15.065216,-78.39844,17.235504,-1.1494904,1.4434052,16.190598
1515648331935,50.665634,-11.394623,17.795425,-3.788437,5.2069855,4.7807617
1515648332036,26.71347,33.33441,24.023941,-0.1953125,0.78060913,-2.6052704
1515648332141,78.32666,-38.991043,2.5531464,7.3788605,0.85025024,-11.981522
1515648332242,3.2207336,-60.859055,27.2686,3.304367,-1.9701233,-7.3016357
1515648332344,31.800613,-78.39844,7.831711,-0.15988159,2.0426636,16.15332
1515648332447,68.999435,-23.700912,26.340195,-4.4298553,-1.9328613,8.52417
1515648332549,35.152954,26.045868,47.600418,-3.620453,1.9968567,-4.0970154
1515648332665,78.32666,-40.99623,-5.9030914,8.033112,3.09581,-11.09697
1515648332780,-31.257446,-59.684174,2.2564392,5.7136383,0.70547485,-2.9534607
1515648332882,40.120453,-62.63214,3.7184448,-2.9381104,3.4886017,15.037262
1515648332984,53.697327,5.4221344,11.21994,-2.0279236,1.0310669,5.005554
1515648333085,30.106491,25.493134,33.382263,-0.15742493,1.477005,-4.258896
1515648333187,78.32666,-47.81578,-0.13877869,7.3257294,1.6669769,-12.692566
1515648333289,-28.917267,-59.105118,12.468994,5.631775,-0.38919067,-2.809906
1515648333391,41.572906,-55.345993,1.0863342,0.8847046,2.2809143,13.702515
1515648333493,53.23073,-2.7397766,17.130219,-3.7707367,2.7714386,5.8455048
1515648333596,18.025131,24.820755,24.787247,-3.333969,2.0457306,-2.9473572
1515648333698,78.32666,-25.220352,-1.552948,8.567017,2.0817566,-11.723114
1515648333801,-8.970688,-52.103714,23.576477,5.548691,-2.6854553,-4.591217
1515648333906,5.7667084,-59.696136,18.34816,-0.6485748,3.122696,12.251083
1515648334009,60.612595,-26.823547,28.661224,-7.0773773,5.2057495,6.949341
1515648334111,27.440887,36.16034,24.59822,-2.952774,2.5582428,-3.3315887
1515648334214,66.03952,-16.381271,21.475586,6.0990906,2.155075,-8.790329
1515648334316,-1.5266266,-38.61537,8.98027,6.1045837,-2.4466095,-5.533783
1515648334417,-11.559723,-60.3087,15.4002075,0.57987976,1.8459625,11.03302
1515648334518,73.390274,-28.984268,9.853638,-6.2832336,8.153809,9.400162
1515648334620,31.776688,18.501312,-14.304291,-2.9613342,6.5686035,-1.2919006
1515648334723,32.63092,16.570297,54.11847,1.5389404,6.4122314,-7.0145264
1515648334828,44.93004,-56.104507,-3.1704865,5.606735,-2.0697021,-10.846512
1515648334933,-52.07022,-57.236313,-1.0959167,1.8523254,2.8954468,5.2535706
1515648335037,51.8405,-56.73143,11.877975,-2.1378784,3.2222595,14.10141
1515648335139,42.594635,10.183853,-2.2755737,-1.5398254,4.119629,1.6384277
1515648335243,44.09494,17.99881,24.323044,2.107666,1.9351654,-5.949173
1515648335351,43.702515,-52.206604,8.513657,7.042877,-1.7905273,-11.321777
1515648335454,-47.09314,-54.297928,-9.18605,2.348343,0.5386963,-4.7188873
1515648335556,46.70311,-67.89395,-1.7754669,1.9848785,4.0524445,14.1515045
1515648335660,57.55696,-23.631516,19.798218,-5.683975,7.1770325,7.3861237
1515648335769,26.689545,32.798416,13.998016,-2.390152,-0.09536743,-2.6706238
1515648335872,78.32666,-53.29535,7.523041,8.519363,-0.35681152,-13.600937
1515648335975,-19.836502,-50.60341,17.864822,3.5212097,-1.4441681,-6.396332
1515648336078,13.533798,-71.17691,13.256241,1.7594757,-1.8235168,13.557739
1515648336180,61.813797,-34.978287,-9.82254,-2.4995117,3.9760742,9.23645
1515648336283,22.301102,29.474792,8.003998,-5.4830017,2.2503662,0.45091248
1515648336386,61.304123,-5.412567,23.988052,5.5529785,3.433014,-7.44458
1515648336489,14.725433,-43.32924,14.210968,3.9598236,-2.1210175,-8.1232605
1515648336593,-64.36932,-71.832535,25.524246,-0.85931396,1.5252686,7.2437897
1515648336695,78.32666,-47.464035,-12.313461,-3.5330963,4.5227966,9.580368
1515648336798,26.730225,21.860825,4.1491547,-2.8971863,3.756775,0.43075562
1515648336907,61.036118,15.259033,47.87799,2.5224457,6.204529,-6.932678
1515648337008,35.83969,-64.14201,8.329422,9.026993,0.4782257,-10.2252655
1515648337110,-63.369125,-59.720078,-19.999207,0.6012573,5.741501,6.0147095
1515648337212,78.32666,-67.22397,22.58107,-2.773178,2.9919586,12.097153
1515648337316,30.321854,11.17926,0.5694885,-4.961319,5.4580536,0.8986664
1515648337418,39.890747,15.725632,56.492157,2.835205,3.4165192,-6.4140472
1515648337522,38.790054,-52.63971,5.345566,10.1467285,-2.3806305,-6.2924805
1515648337625,-54.01558,-43.688156,-13.959732,3.4051514,1.3273315,-0.86001587
1515648337727,56.08777,-68.67401,5.3934174,-2.7572937,5.8990936,13.714127
1515648337828,36.78247,3.2326965,15.433701,-1.6112976,0.5814667,1.1137085
1515648337931,26.251663,17.838486,53.290558,1.2805481,2.6223907,-4.260727
1515648338033,63.081985,-53.8098,13.787445,9.163223,2.2234955,-10.895386
1515648338135,-28.168304,-57.676605,6.077774,6.384369,-1.6726379,-4.1232758
1515648338243,21.67897,-76.30711,11.016556,-4.059662,1.6101837,13.892502
1515648338347,53.381485,-18.355347,37.332825,-4.5624084,0.42080688,6.1423798
1515648338449,36.01677,26.213379,49.325653,-2.3467865,0.51060486,-3.3768005
1515648338552,78.32666,-51.314087,14.337799,9.742325,1.6511078,-11.756714
1515648338662,-31.468018,-51.740005,-5.9413757,6.811981,-0.9823456,-2.7311096
1515648338764,14.385651,-70.09056,8.2456665,-0.8978119,3.8410645,13.226654
1515648338866,64.99625,-26.44069,41.671005,-5.222763,1.1391907,6.9212494
1515648338969,20.432312,31.010986,22.640884,-2.6082458,0.6706543,-3.164215
1515648339072,55.283783,-28.88855,21.217163,7.783264,1.9699707,-7.8673096
1515648339175,-1.9477539,-33.760345,7.4392853,4.730133,-2.6634674,-5.9956055
1515648339282,-19.0708,-60.58867,11.95694,1.1052246,-0.40568542,9.733704
1515648339384,70.78926,-30.26442,2.8833466,-6.834854,6.891144,6.6775055
1515648339490,20.726624,25.253845,5.3814545,-1.6229095,1.6767578,0.05506897
1515648339595,45.63591,11.282166,32.21457,3.897522,2.7964935,-6.3676147
1515648339697,28.778473,-45.667023,10.846664,5.469284,-2.228531,-7.1434174
1515648339799,-52.63971,-49.624756,-10.339386,2.1290436,2.6138306,1.7477875
1515648339905,42.77649,-55.283783,6.221344,-2.3730621,5.9937744,13.094711
1515648340008,45.02095,6.5371857,17.271393,-2.007141,4.4275055,1.2309875
1515648340111,23.909088,20.807983,27.969711,-0.4958496,1.7066956,-4.409775
1515648340215,61.94539,-40.283173,14.012375,8.7417145,1.919281,-11.205093
1515648340317,-17.510681,-37.99803,20.063812,5.143692,-0.8332977,-3.5765533
1515648340419,7.807785,-74.23015,17.580063,1.717926,2.7641144,12.9578705
1515648340523,57.937424,-33.22673,8.575882,-5.820816,7.946121,7.161316
1515648340627,23.363525,25.725235,4.680359,-0.5343323,2.8343658,-2.5454102
1515648340729,54.376892,-0.51924133,35.985657,3.8260498,3.6327667,-9.373093
1515648340831,42.642487,-58.729446,-2.4717865,6.160782,-3.5260162,-12.234421
